sample_id,length,local_mode,representation,noise_cosine,local_cosine,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,n_features,density,avg_nnz_per_read
L69_center_00047,69,center,ck4,0.9182857197526291,0.9304842103984708,0.404262984324241,0.3728693862508134,-0.03139359807342762,0.9223436245940136,136,0.38194117647058823,51.944
L69_center_00048,69,center,ck4,0.9179649091703259,0.9489075465580896,0.40505577598566317,0.31966374033321343,-0.08539203565244974,0.7891845007155949,136,0.38194117647058823,51.944
L69_center_00049,69,center,ck4,0.9126643739222255,0.9529998370717014,0.41793689972955156,0.3065947257481726,-0.11134217398137897,0.7335909462566506,136,0.38194117647058823,51.944
L69_center_00050,69,center,ck4,0.9053133151465078,0.9491772753284813,0.4351705064764664,0.31881883467423466,-0.11635167180223172,0.7326296932567421,136,0.38194117647058823,51.944
L69_center_00051,69,center,ck4,0.9203664857463609,0.9529998370717017,0.3990827339127542,0.3065947257481726,-0.09248800816458158,0.7682485351901971,136,0.38194117647058823,51.944
L69_center_00052,69,center,ck4,0.9008902079327611,0.9474209111998336,0.44521858017661065,0.32428101640449497,-0.12093756377211567,0.7283636192268934,136,0.38194117647058823,51.944
L69_center_00053,69,center,ck4,0.9232476577353841,0.952424147199324,0.3917967387935116,0.3084667009603332,-0.08333003783317844,0.7873130897164108,136,0.38194117647058823,51.944
L69_center_00054,69,center,ck4,0.9444444444444444,0.9444444444444443,0.3333333333333333,0.33333333333333326,-5.551115123125783e-17,0.9999999999999998,136,0.38194117647058823,51.944
L69_center_00055,69,center,ck4,0.9278864088271779,0.9524241471993242,0.3797725402733119,0.30846670096033324,-0.07130583931297868,0.8122406657899441,136,0.38194117647058823,51.944
L69_center_00056,69,center,ck4,0.9328648208367946,0.9509803921568627,0.3664291996094344,0.3131121455425747,-0.05331705406685966,0.8544956184613872,136,0.38194117647058823,51.944
L69_center_00057,69,center,ck4,0.930744893992069,0.9491772753284816,0.3721696011442392,0.31881883467423466,-0.05335076647000453,0.8566493171232227,136,0.38194117647058823,51.944
L69_center_00058,69,center,ck4,0.9252126882606605,0.9479166666666664,0.3867487860080217,0.32274861218395134,-0.06400017382407036,0.8345174538628212,136,0.38194117647058823,51.944
L69_center_00059,69,center,ck4,0.9255319148936172,0.9497710678640878,0.3859224924939799,0.31695088621397555,-0.06897160628000437,0.8212811960394346,136,0.38194117647058823,51.944
L69_center_00060,69,center,ck4,0.9044600639311703,0.94874058395969,0.437126837585682,0.3201856212896195,-0.11694121629606247,0.732477610064057,136,0.38194117647058823,51.944
L69_center_00061,69,center,ck4,0.9218721883472397,0.9453786132627742,0.39529182043841943,0.33051894571181745,-0.06477287472660198,0.8361390967949649,136,0.38194117647058823,51.944
L69_center_00062,69,center,ck4,0.9293403409880336,0.9495433918790779,0.3759246174752755,0.3176684061121656,-0.05825621136310988,0.8450321988638018,136,0.38194117647058823,51.944
L69_center_00063,69,center,ck4,0.9192388155425117,0.9499999999999996,0.4018984559748599,0.31622776601683783,-0.08567068995802207,0.786834986090663,136,0.38194117647058823,51.944
L69_center_00064,69,center,ck4,0.9011533136409091,0.9451120118672949,0.44462722894373247,0.3313245784203318,-0.11330265052340066,0.7451738374355407,136,0.38194117647058823,51.944
L69_center_00065,69,center,ck4,0.9862062358989763,0.9655402033694293,0.16609493731612437,0.2625254145052274,0.096430477189103,1.5805744518604397,136,0.38194117647058823,51.944
L69_center_00066,69,center,ck4,0.9177077421488827,0.9374999999999999,0.4056901720552703,0.35355339059327373,-0.05213678146199657,0.8714862102824281,136,0.38194117647058823,51.944
L69_center_00067,69,center,ck4,0.9199999999999995,0.9999999999999994,0.3999999999999999,0.0,-0.3999999999999999,0.0,136,0.38194117647058823,51.944
L69_center_00068,69,center,ck4,0.9274260335029675,0.9547032697824664,0.38098285131231924,0.3009874755451905,-0.07999537576712873,0.7900289330829993,136,0.38194117647058823,51.944
L69_center_00069,69,center,ck4,0.9130434782608697,0.9456521739130437,0.41702882811414954,0.32969023669789355,-0.087338591416256,0.7905694150420949,136,0.38194117647058823,51.944
L69_center_00070,69,center,ck4,0.924186819934631,0.9527861346806618,0.3893922959314143,0.3072909543717099,-0.08210134155970439,0.7891551979390847,136,0.38194117647058823,51.944
L69_center_00071,69,center,ck4,0.8888888888888888,0.9458757059274912,0.4714045207910317,0.32901153193317956,-0.14239298885785212,0.6979388559555768,136,0.38194117647058823,51.944
L69_center_00072,69,center,ck4,0.903525331516144,0.9435641951204965,0.4392599878975,0.33596370303800244,-0.10329628485949754,0.7648402137560468,136,0.38194117647058823,51.944
L69_center_00073,69,center,ck4,0.921745835149465,0.9524241471993243,0.3956113366690471,0.30846670096033324,-0.08714463570871384,0.7797215912909603,136,0.38194117647058823,51.944
L69_center_00074,69,center,ck4,0.9321632660559479,0.9587981127083871,0.36833879498106603,0.28706057650472583,-0.0812782184763402,0.7793384254283663,136,0.38194117647058823,51.944
L69_center_00075,69,center,ck4,0.9010342641087734,0.9534625892455922,0.4448948997037983,0.3050816636719017,-0.1398132360318966,0.6857387303720917,136,0.38194117647058823,51.944
L69_center_00076,69,center,ck4,0.941797480957312,0.9576271186440686,0.3411818255496273,0.2911112548697911,-0.05007057067983617,0.8532437341901934,136,0.38194117647058823,51.944
L69_center_00077,69,center,ck4,0.9148306972759291,0.9487232249585532,0.4127209777175639,0.3202398321303794,-0.09248114558718451,0.7759233220985635,136,0.38194117647058823,51.944
L69_center_00078,69,center,ck4,0.9024621789837642,0.9485040136686709,0.4416736827483285,0.32092362434488714,-0.12075005840344138,0.7266079843107919,136,0.38194117647058823,51.944
L69_center_00079,69,center,ck4,0.9217458351494648,0.951923076923077,0.39561133666904696,0.31008683647302115,-0.08552450019602581,0.7838168619834768,136,0.38194117647058823,51.944
L69_center_00080,69,center,ck4,0.9346279536610843,0.9543135154205276,0.3615855260900683,0.3022796208131548,-0.059305905276913484,0.835983741057874,136,0.38194117647058823,51.944
L69_center_00081,69,center,ck4,0.9187471546545589,0.9451120118672948,0.40311994578646426,0.33132457842033175,-0.07179536736613251,0.8219007317386298,136,0.38194117647058823,51.944
L69_center_00082,69,center,ck4,0.946547254259107,0.9354143466934852,0.3269640522775952,0.3594040993269683,0.032440047049373144,1.099215943842754,136,0.38194117647058823,51.944
L69_center_00083,69,center,ck4,0.9609690621771018,0.95,0.27939555409096345,0.3162277660168379,0.036832211925874436,1.131828196213469,136,0.38194117647058823,51.944
L69_center_00084,69,center,ck4,0.9511632554201926,0.949543391879078,0.31252758143820664,0.3176684061121656,0.005140824673958988,1.016449187141505,136,0.38194117647058823,51.944
L69_center_00085,69,center,ck4,0.9085863198007664,0.9458757059274914,0.4275831619678998,0.32901153193317956,-0.09857163003472025,0.7694679332528993,136,0.38194117647058823,51.944
L69_center_00086,69,center,ck4,0.9008902079327615,0.9418604651162791,0.44521858017661076,0.34099716973523675,-0.10422141044137401,0.7659095664874742,136,0.38194117647058823,51.944
L69_center_00087,69,center,ck4,0.9301860558186064,0.9489795918367345,0.3736681527275063,0.3194382824999699,-0.05422987022753639,0.85487157567029,136,0.38194117647058823,51.944
L69_center_00088,69,center,ck4,0.9536459298086265,0.9536459298086265,0.30448011492172583,0.30448011492172583,0.0,1.0,136,0.38194117647058823,51.944
L69_center_00089,69,center,ck4,0.9208372149683067,0.9489075465580896,0.3979014577296566,0.31966374033321343,-0.0782377173964432,0.8033741372980853,136,0.38194117647058823,51.944
L69_center_00090,69,center,ck4,0.9090909090909096,0.9431818181818185,0.426401432711221,0.3370999312316211,-0.08930150147959992,0.7905694150420947,136,0.38194117647058823,51.944
L69_center_00091,69,center,ck4,0.9574468085106383,0.9140313364410981,0.2917299829957891,0.414653261313358,0.12292327831756888,1.4213597692471096,136,0.38194117647058823,51.944
L69_center_00092,69,center,ck4,0.9159278516836724,0.9527699174583824,0.41005401672542535,0.3073437246524405,-0.10271029207298488,0.7495200927594856,136,0.38194117647058823,51.944
L69_center_00093,69,center,ck4,0.9223735693894828,0.9527699174583824,0.3940213969076219,0.3073437246524404,-0.08667767225518147,0.7800178545240196,136,0.38194117647058823,51.944
L69_center_00094,69,center,ck4,0.9179649091703259,0.9507082380237133,0.4050557759856631,0.313980133053945,-0.0910756429317181,0.7751528349149088,136,0.38194117647058823,51.944
L69_center_00095,69,center,ck4,0.9395584757365167,0.9509803921568629,0.3476823960556043,0.31311214554257477,-0.03457025051302953,0.9005694538888855,136,0.38194117647058823,51.944
L69_center_00096,69,center,ck4,0.9144544011878625,0.9430895977678841,0.41363171738187027,0.3373733902729019,-0.07625832710896835,0.8156371382938082,136,0.38194117647058823,51.944
L69_center_00097,69,center,ck4,0.9044600639311703,0.9485040136686708,0.437126837585682,0.3209236243448871,-0.11620321324079491,0.73416591421702,136,0.38194117647058823,51.944
L69_center_00098,69,center,ck4,0.9044600639311703,0.9485040136686708,0.43712683758568205,0.3209236243448871,-0.11620321324079497,0.73416591421702,136,0.38194117647058823,51.944
L69_center_00099,69,center,ck4,0.9144544011878624,0.9434255029341548,0.41363171738187027,0.33637626868090736,-0.0772554487009629,0.8132264875866866,136,0.38194117647058823,51.944
L69_center_00100,69,center,ck4,0.9119400283925557,0.9524241471993242,0.4196664666314054,0.30846670096033324,-0.11119976567107215,0.7350282319107967,136,0.38194117647058823,51.944
L69_center_00101,69,center,ck4,0.9246929112180864,0.9533126619564752,0.388090424468096,0.305572701802778,-0.08251772266531798,0.7873750098874146,136,0.38194117647058823,51.944
L69_center_00102,69,center,ck4,0.9232476577353841,0.9524241471993241,0.3917967387935116,0.30846670096033324,-0.08333003783317838,0.7873130897164109,136,0.38194117647058823,51.944
L69_center_00103,69,center,ck4,0.9215686274509806,0.9501900570190066,0.3960590171906697,0.3156261807296516,-0.08043283646101812,0.7969170427388695,136,0.38194117647058823,51.944
L69_center_00104,69,center,ck4,0.910169814325377,0.9438798074485389,0.42386362352677354,0.33502296205323323,-0.0888406614735403,0.7904027226155003,136,0.38194117647058823,51.944
L69_center_00105,69,center,ck4,0.92695666149562,0.9528301886792453,0.3822128687116125,0.3071475584169756,-0.07506531029463687,0.803603393711803,136,0.38194117647058823,51.944
L69_center_00106,69,center,ck4,0.9166666666666665,0.9566892062149209,0.40824829046386296,0.2943154558805195,-0.11393283458334347,0.7209226903218876,136,0.38194117647058823,51.944
L69_center_00107,69,center,ck4,0.9775252199076785,0.9350035713766004,0.21201311323746613,0.3605452221938311,0.14853210895636498,1.7005798211641796,136,0.38194117647058823,51.944
L69_center_00108,69,center,ck4,0.8914565426546941,0.9434255029341547,0.46592586823507853,0.33637626868090736,-0.12954959955417117,0.7219523353684922,136,0.38194117647058823,51.944
L69_center_00109,69,center,ck4,0.9458757059274912,0.9579478102131656,0.32901153193317956,0.29000755089078184,-0.03900398104239772,0.8814510214483327,136,0.38194117647058823,51.944
L69_center_00110,69,center,ck4,0.9085863198007662,0.9421152630284517,0.42758316196789975,0.3402491351099904,-0.08733402685790936,0.7957496117107019,136,0.38194117647058823,51.944
L69_center_00111,69,center,ck4,0.9406401658278405,0.9617163101410253,0.3445572061999557,0.2767081128517001,-0.06784909334825562,0.8030832264501211,136,0.38194117647058823,51.944
L69_center_00112,69,center,ck4,0.9169266033418659,0.9512195121951216,0.40761108095372894,0.3123475237772121,-0.09526355717651686,0.7662881073948749,136,0.38194117647058823,51.944
L69_center_00113,69,center,ck4,0.9222780722269119,0.9489795918367347,0.3942636878361688,0.31943828249996997,-0.0748254053361988,0.8102148190545726,136,0.38194117647058823,51.944
L69_center_00114,69,center,ck4,0.9507609132177048,0.9615384615384616,0.3138123222000537,0.2773500981126146,-0.0364622240874391,0.8838088197690509,136,0.38194117647058823,51.944
L69_center_00115,69,center,ck4,0.9335638713962133,0.9451120118672949,0.36451647042016416,0.3313245784203318,-0.03319189199983236,0.9089426824484136,136,0.38194117647058823,51.944
L69_center_00116,69,center,ck4,0.908105967496613,0.9418604651162785,0.42870510261340916,0.34099716973523664,-0.08770793287817252,0.7954119688720748,136,0.38194117647058823,51.944
L69_center_00117,69,center,ck4,0.9201840552184064,0.9596449173246001,0.39953959699031977,0.2840953455282215,-0.11544425146209825,0.711056795542357,136,0.38194117647058823,51.944
L69_center_00118,69,center,ck4,0.9093257859606312,0.9418604651162789,0.42585024137452043,0.34099716973523675,-0.08485307163928368,0.8007443382786336,136,0.38194117647058823,51.944
L69_center_00119,69,center,ck4,0.9235789439804393,0.9438798074485392,0.39095026798701865,0.3350229620532333,-0.055927305933785365,0.8569452165316269,136,0.38194117647058823,51.944
L69_center_00120,69,center,ck4,0.9434255029341551,0.8953488372093024,0.3363762686809074,0.457495710997814,0.12111944231690658,1.3600713058381733,136,0.38194117647058823,51.944
L69_center_00121,69,center,ck4,0.9158402141598392,0.9361702127659574,0.41026768295872545,0.3572948005052482,-0.052972882453477255,0.8708821468182603,136,0.38194117647058823,51.944
L69_center_00122,69,center,ck4,0.9183673469387754,0.9517124787873453,0.4040610178208843,0.31076525292463,-0.09329576489625435,0.7691047619505544,136,0.38194117647058823,51.944
L69_center_00123,69,center,ck4,0.917463421851129,0.9518601451101187,0.40629195943033636,0.31028971910097536,-0.096002240329361,0.763711198065632,136,0.38194117647058823,51.944
L69_center_00124,69,center,ck4,0.9527699174583825,0.9449938984001263,0.3073437246524405,0.3316808755411557,0.024337150888715242,1.079185449178235,136,0.38194117647058823,51.944
L69_center_00125,69,center,ck4,0.9140313364410979,0.9462912659625484,0.414653261313358,0.32774604204307783,-0.08690721927028017,0.7904098981519805,136,0.38194117647058823,51.944
L69_center_00126,69,center,ck4,0.9260847332207953,0.9545454545454549,0.3844873646277727,0.3015113445777637,-0.08297602005000904,0.7841905152583123,136,0.38194117647058823,51.944
L69_center_00127,69,center,ck4,0.9183673469387754,0.9489795918367345,0.4040610178208843,0.31943828249996997,-0.08462273532091436,0.7905694150420948,136,0.38194117647058823,51.944
L69_center_00128,69,center,ck4,0.9196142449294298,0.9607843137254906,0.4009632279164035,0.280056016805602,-0.1209072111108015,0.6984581061483041,136,0.38194117647058823,51.944
L69_center_00129,69,center,ck4,0.9291641968594222,0.9826458474262256,0.37639288819152206,0.1863016509522903,-0.19009123723923177,0.494965916724477,136,0.38194117647058823,51.944
L69_center_00130,69,center,ck4,0.9140313364410981,0.947841146710053,0.414653261313358,0.32298251745240636,-0.09167074386095164,0.7789219272734116,136,0.38194117647058823,51.944
L69_center_00131,69,center,ck4,0.9192547197409879,0.9547032697824667,0.4018588813476997,0.3009874755451905,-0.1008714058025092,0.748987989355317,136,0.38194117647058823,51.944
L69_center_00132,69,center,ck4,0.9057952949088826,0.9499999999999998,0.43406152810659754,0.31622776601683794,-0.1178337620897596,0.7285321216930754,136,0.38194117647058823,51.944
L69_center_00133,69,center,ck4,0.9151007705656549,0.9456521739130436,0.4120660855599385,0.32969023669789355,-0.08237584886204496,0.8000906850897277,136,0.38194117647058823,51.944
L69_center_00134,69,center,ck4,0.9214426752509268,0.9417487580402962,0.3963769033358862,0.3413246019838121,-0.05505230135207412,0.8611112280035568,136,0.38194117647058823,51.944
L69_center_00135,69,center,ck4,0.9252891980686573,0.9398272507881656,0.3865509072071687,0.3469084871023891,-0.03964242010477964,0.897445797265886,136,0.38194117647058823,51.944
L69_center_00136,69,center,ck4,0.9232476577353844,0.9517124787873454,0.3917967387935117,0.31076525292463,-0.0810314858688817,0.7931797847056924,136,0.38194117647058823,51.944
L69_center_00137,69,center,ck4,0.91003151038658,0.9412416106700231,0.42418979151653297,0.34280720333731785,-0.08138258817921512,0.8081458115994213,136,0.38194117647058823,51.944
L69_center_00138,69,center,ck4,0.9179649091703259,0.946808510638298,0.40505577598566317,0.3261640365267211,-0.07889173945894207,0.8052324046806472,136,0.38194117647058823,51.944
L69_center_00139,69,center,ck4,0.932082764856741,0.9511632554201926,0.3685572822323802,0.3125275814382067,-0.05602970079417352,0.8479755970230808,136,0.38194117647058823,51.944
L69_center_00140,69,center,ck4,0.9050751337499147,0.9775252199076785,0.4357174916160358,0.21201311323746613,-0.22370437837856966,0.48658389281350434,136,0.38194117647058823,51.944
L69_center_00141,69,center,ck4,0.9214064786997644,0.9455689188371165,0.39646821133663623,0.3299426652098322,-0.06652554612680406,0.8322045898647898,136,0.38194117647058823,51.944
L69_center_00142,69,center,ck4,0.9377035167721792,0.9468085106382977,0.35297728886663715,0.3261640365267211,-0.02681325233991605,0.9240368907982442,136,0.38194117647058823,51.944
L69_center_00143,69,center,ck4,0.9320589306096468,0.9467292624062575,0.3686219456037659,0.3264069165742128,-0.0422150290295531,0.8854787960049174,136,0.38194117647058823,51.944
L69_center_00144,69,center,ck4,0.948504013668671,0.9489795918367343,0.3209236243448871,0.31943828249996986,-0.0014853418449172207,0.9953716656168604,136,0.38194117647058823,51.944
L69_center_00145,69,center,ck4,0.909325785960631,0.9451120118672947,0.4258502413745204,0.3313245784203318,-0.09452566295418857,0.7780307399871671,136,0.38194117647058823,51.944
L69_center_00146,69,center,ck4,0.927358140124429,0.9372793220888503,0.3811610155185635,0.3541770119901905,-0.02698400352837299,0.9292057623163227,136,0.38194117647058823,51.944
L69_center_00147,69,center,ck4,0.9505416412576073,0.9604431166873739,0.31451028200169434,0.2812716953858881,-0.033238586615806254,0.8943163752731391,136,0.38194117647058823,51.944
L69_center_00148,69,center,ck4,0.9081059674966131,0.9310959919901982,0.42870510261340916,0.3712250207348683,-0.05748008187854087,0.8659216288116488,136,0.38194117647058823,51.944
L69_center_00149,69,center,ck4,0.9175745349620836,0.9535112340551565,0.40601838637656834,0.3049221734962655,-0.10109621288030285,0.7510058256658861,136,0.38194117647058823,51.944
L69_center_00150,69,center,ck4,0.9297198959726098,0.9465472542591072,0.3749136007866086,0.32696405227759523,-0.047949548509013395,0.872105070585836,136,0.38194117647058823,51.944
L69_center_00151,69,center,ck4,0.9247176302871056,0.9373849950855591,0.38802672514375763,0.3538785241136883,-0.034148201030069325,0.9119952343039827,136,0.38194117647058823,51.944
L69_center_00152,69,center,ck4,0.9423076923076923,0.951923076923077,0.3396831102433787,0.31008683647302115,-0.029596273770357562,0.9128709291752769,136,0.38194117647058823,51.944
L69_center_00153,69,center,ck4,0.9116424359097294,0.9377035167721792,0.4203749851983835,0.35297728886663715,-0.06739769633174636,0.8396724384065336,136,0.38194117647058823,51.944
L69_center_00154,69,center,ck4,0.9192388155425117,0.9434255029341546,0.40189845597485996,0.3363762686809073,-0.06552218729395265,0.8369683030132087,136,0.38194117647058823,51.944
L69_center_00155,69,center,ck4,0.9133462590326239,0.9467292624062575,0.41630215221008915,0.3264069165742127,-0.08989523563587642,0.7840625248785399,136,0.38194117647058823,51.944
L69_center_00156,69,center,ck4,0.9099999999999995,0.9505416412576073,0.42426406871192845,0.31451028200169434,-0.10975378671023411,0.7413078438543049,136,0.38194117647058823,51.944
L69_center_00157,69,center,ck4,0.9148936170212765,0.9474209111998337,0.41256849850351734,0.324281016404495,-0.08828748209902232,0.7860052756832824,136,0.38194117647058823,51.944
L69_center_00158,69,center,ck4,0.8993875008265755,0.9331145321075722,0.4485810945044925,0.3657470926540022,-0.08283400185049034,0.8153421914893902,136,0.38194117647058823,51.944
L69_center_00159,69,center,ck4,0.9259964968589902,0.9249999999999998,0.38471678710711266,0.38729833462074165,0.00258154751362899,1.0067102544004929,136,0.38194117647058823,51.944
L69_center_00160,69,center,ck4,0.9383148632568363,0.9622504486493763,0.35124104755328234,0.27477100047357156,-0.07647004707971078,0.7822861319529846,136,0.38194117647058823,51.944
L69_center_00161,69,center,ck4,0.8865227506876201,0.9443568758679044,0.47639741668564867,0.3335959356230092,-0.14280148106263946,0.700247154873077,136,0.38194117647058823,51.944
